label,text
spam,[ILUG-Social] re: Guaranteed to lose 10-12 lbs in 30 days 10.148I thought you might like these: 1) Slim Down - Guaranteed to lose 10-12 lbs in 30 days http://www.freeyankee.com/cgi/fy2/to.cgi?l=822slim1 2) Fight The Risk of Cancer! http://www.freeyankee.com/cgi/fy2/to.cgi?l=822nic1 3) Get the Child Support You Deserve - Free Legal Advice http://www.freeyankee.com/cgi/fy2/to.cgi?l=822ppl1 Offer Manager Daily-Deals If you wish to leave this list please use the link below. http://www.qves.com/trim/?social@linux.ie%7C29%7C134077 -- Irish Linux Users' Group Social Events: social@linux.ie http://www.linux.ie/mailman/listinfo/social for (un)subscription information. List maintainer: listmaster@linux.ie 
ham,"Re: OOwriter always hangs, and then quits unexpectedly when images are copied (copy/paste) from a website-----BEGIN PGP SIGNED MESSAGE----- Hash: SHA1 Ron Johnson writes: > On 05/09/2010 03:49 PM, Merciadri Luca wrote: >> Ron Johnson wrote: >>> I just opened a new Writer 3.2.0-9+b1 document then selected the >>> ""title image"" http://i.space.com/images/080702-voyager-01.jpg from >>> http://www.space.com/missionlaunches/nasa-tracking-voyager2-problem-100506.html >>> and pasted it into the document. >> I am using OO 2.4.1. > > That's *really* old. If you run Stable, then you should deinstall it > and get binaries from http://www.go-oo.org Ok. I will do it. Would it be that? >> Take for example >> http://en.wikipedia.org/wiki/California. > > Still works, although OOo doesn't seem to know how to handle svg > documents. Lucky you, but it must be because of the version. Note that it does not _always_ hang here, that's purely random. - -- Merciadri Luca See http://www.student.montefiore.ulg.ac.be/~merciadri/ - -- Doing your best is more important than being the best. -----BEGIN PGP SIGNATURE----- Version: GnuPG v1.4.9 (GNU/Linux) Comment: Processed by Mailcrypt 3.5.8 iEYEARECAAYFAkvnpk4ACgkQM0LLzLt8MhxIRgCgpyA4SFf/MfurhnGOmWzxQDGg DskAn1EHVibym50njR1Aa7S/m0mtvXHp =PX5u -----END PGP SIGNATURE----- -- To UNSUBSCRIBE, email to debian-user-REQUEST@lists.debian.org with a subject of ""unsubscribe"". Trouble? Contact listmaster@lists.debian.org Archive: http://lists.debian.org/87hbmgmg1d.fsf@merciadriluca-station.MERCIADRILUCA "
spam,Don't Be a Victim protect your Laptop Untitled Document Don't Be A Victim! Tracks your missing computer anywhere in the world. Sends a stealth signal to an e-mail address of your choice containing your computer's exact location. Cannot be removed by unauthorized parties even if they attempt to wipe the computer's hard drive using format or fdisk commands. For Windows &amp; Mac operating systems. Protects both desktops &amp; laptops. Protect Yourself NOW with our Cost effective solution! To be removed from our mailing list enter your Email in the form below and click remove. Email Address: 
ham,"Re: Problem with me Modem Huawei on Debian LennyOn 25 April 2010 04:41, Danny wrote: > Hi Christian, > > It looks like Vista and Windows 7 people are experiencing the same proble= m as > you are. If you go to the www.huawei.com forum you will find a bunch of n= on > linux people have more or less the same problem with communicating with t= his > modem. > > Just a stupid question, can Debian see this modem? > Do the following for a start just to see if Debian can see it : > dmesg | more | grep --color -A1 'dev' > > It is a simple command but at least you will see if it is recognised > > Danny > > On Apr 23 10, Umarzuki Mochlis : >> To: Christian Simo >> Date: Fri, 23 Apr 2010 23:11:41 +0800 >> From: Umarzuki Mochlis >> Subject: Re: Problem with me Modem Huawei on Debian Lenny >> X-Loop: debian-user@lists.debian.org >> >> i had done that once and documented it at=C2=A0http://umarzuki.org/blogk= u/?p=3D174 >> >> P/S: use google translate to translate from Malay to English >> >> On Fri, Apr 23, 2010 at 11:06 PM, Christian Simo wro= te: >> >> =C2=A0 =C2=A0 Hi Dear Team >> >> =C2=A0 =C2=A0 Please, I am new on Debian, so I try to connect my Modem H= uawei E1752 on >> =C2=A0 =C2=A0 Debian Lenny. >> =C2=A0 =C2=A0 On Suse, I do it easy >> >> =C2=A0 =C2=A0 Thanks for your response. >> >> =C2=A0 =C2=A0 Christian >> Hi, I have the Huawei E1762 usb dongle running under Lenny and Squeeze using pppd as were I live I have no access to dsl or cable. With Lenny you need to install the the kernel 2.6.30 from Debian backports[1] first, as the 2.6.28 kernels onwards will flip flop the device for you. At the moment it maybe just being picked up as a mass storage device and not a modem if you still using the 2.6.26 kernel. And if you want to stay with the 2.6.26 kernel you will have to install usb-modeswitch[3]. Setting up wvdial this might help you[2]. Regards Dale [1] http://backports.org/dokuwiki/doku.php [2] http://quail.southernvaleslug.org/webblog/archives/136 [3] http://www.draisberghof.de/usb_modeswitch/ --=20 [WWW] http://quail.southernvaleslug.org/ ""The significant problems we face cannot be solved at the same level of thinking we were at when we created them"" - Albert Einstein -- To UNSUBSCRIBE, email to debian-user-REQUEST@lists.debian.org with a subject of ""unsubscribe"". Trouble? Contact listmaster@lists.debian.org Archive: http://lists.debian.org/x2g9b3004971004241956kdd1e6ab5j6bc962f52f9ddc6f@mail.csmining.org "
ham,"Re: monitoring internet availability and sending sms alert?On 05/14/2010 08:13 AM, Adam Hardy wrote: > Ron Johnson on 14/05/10 12:54, wrote: [snip] >> >> Outgoing ports are randomly assigned, though, aren't they? > > Sure. I mean on the box at home that I'm monitoring from the online Ah, right. Never mind... > server. Aaaah, just realised I don't have a fixed IP ?$*!(*)""*""!!! > dyndns.org? -- Dissent is patriotic, remember? -- To UNSUBSCRIBE, email to debian-user-REQUEST@lists.debian.org with a subject of ""unsubscribe"". Trouble? Contact listmaster@lists.debian.org Archive: http://lists.debian.org/4BED4D9E.4060604@cox.net "
spam,Herbal Viagra 30 day trial.... CRUA Mother Natures all Natural Marital Aid for Men and Women - Your's Risk Free! The all natural safe formula for men and women your's risk free for 30 days. Mother Nature's wonder pill of the 21st century. Increased Sensation Increased Frequency Increased Pleasure Increased Desire Increased Stamina Increased Libido Both male and female formulas! Order Your Trial Today ! to depart from further contacts visit here tbeyer 
ham,"Factories go flat while we dither over the euroURL: http://www.newsisfree.com/click/-2,8655714,215/ Date: 2002-10-08T03:30:52+01:00 *Business: *The long-awaited recovery in Britain's manufacturing sector ground to a halt in August, despite a sharp rise in car production, official figures showed yesterday. "
ham,"Re: syslog-ng log output corruptedOn Tue, May 04, 2010 at 11:08:12AM +0200, Imre Vida wrote: >=20 > a few days ago syslog-ng stopped working properly on my=20 > laptop. >=20 > Its output consists only of error report lines such as the following: > May 3 06:35:16 sharp syslog-ng[4361]: Log statistics; processed=3D'desti= nation(d_error)=3D249', processed=3D'cent er(received)=3D0', processed=3D's= rc.internal(s_src#1)=3D206', stamp=3D'src.internal(s_src#1)=3D1272860716', = processed=3D 'destination(d_syslog)=3D206', processed=3D'destination(d_xcon= sole)=3D268', processed=3D'destination(d_newscrit)=3D0', processed=3D'desti= nation(d_auth)=3D74', processed=3D'destination(d_daemon)=3D77', processed= =3D'global(payload_realloc s)=3D0', processed=3D'global(msg_clones)=3D0', p= rocessed=3D'destination(d_mail)=3D1354', processed=3D'destination(d_cron)= =3D36', processed=3D'destination(d_kern)=3D243', processed=3D'destination(d= _uucp)=3D0', processed=3D'destination(d_debu g)=3D36', processed=3D'destina= tion(d_lpr)=3D0', processed=3D'destination(d_user)=3D16', processed=3D'cent= er(queued)=3D0', processed=3D'global(sdata_updates)=3D0', processed=3D'dest= ination(d_newsnotice)=3D0', processed=3D'destination(d_conso le_all)=3D268'= , processed=3D'destination(d_console)=3D1', processed=3D'source(s_src)=3D20= 42', processed=3D'destination(d _newserr)=3D0' > =20 > This started when the /var partition filled up due to an=20 > update (without cleaning up old debs before). In an 'emergency' > clean up i deleted also old, compressed log files (as i usually do). >=20 > This has happened before without an consequences, but now what ever=20 > i try (de/reinstall, pure/reinstall) the problem persists. >=20 > I switched to sysklogd which work absolutely fine. >=20 > I wonder if anybody could give me a hint what went wrong=20 > and how could i fix this. >=20 > Many thanks=20 >=20 > imre >=20 > running: > Debian testing > kernel 2.6.31.6 > (compiled from source) >=20 --=20 Imre Vida, M.D., Ph.D. Neuroscience and Molecular Pharmacology FBLS, University of Glasgow=20 West Medical Building=20 Glasgow, G12 8QQ, U.K. Tel.: 0044 141 330 5143 Fax.: 0044 141 330 5481 eMail: i.vida@bio.gla.ac.uk -- -- To UNSUBSCRIBE, email to debian-user-REQUEST@lists.debian.org with a subject of ""unsubscribe"". Trouble? Contact listmaster@lists.debian.org Archive: http://lists.debian.org/20100504095002.GA25888@bio.gla.ac.uk "
ham,"[SECURITY] [DSA-2041-1] New mediawiki packages fix cross-site request forgery-----BEGIN PGP SIGNED MESSAGE----- Hash: SHA1 - ------------------------------------------------------------------------ Debian Security Advisory DSA-2041-1 security@debian.org http://www.debian.org/security/ Raphael Geissert May 03, 2010 http://www.debian.org/security/faq - ------------------------------------------------------------------------ Package : mediawiki Vulnerability : CSRF Problem type : remote Debian-specific: no CVE Id(s) : CVE-2010-1150 It was discovered that mediawiki, a website engine for collaborative work, is vulnerable to a Cross-Site Request Forgery login attack, which could be used to conduct phishing or similar attacks to users via affected mediawiki installations. Note that the fix used breaks the login API and may require clients using it to be updated. For the stable distribution (lenny), this problem has been fixed in version 1:1.12.0-2lenny5. For the testing distribution (squeeze) and the unstable distribution (sid), this problem has been fixed in version 1:1.15.3-1. We recommend that you upgrade your mediawiki packages. Upgrade instructions - -------------------- wget url will fetch the file for you dpkg -i file.deb will install the referenced file. If you are using the apt-get package manager, use the line for sources.list as given below: apt-get update will update the internal database apt-get upgrade will install corrected packages You may use an automated update by adding the resources from the footer to the proper configuration. Debian GNU/Linux 5.0 alias lenny - -------------------------------- Stable updates are available for alpha, amd64, arm, armel, hppa, i386, ia64, mips, mipsel, powerpc, s390 and sparc. Source archives: http://security.debian.org/pool/updates/main/m/mediawiki/mediawiki_1.12.0.orig.tar.gz Size/MD5 checksum: 7188806 117a1360f440883a51f0ebca32906ea0 http://security.debian.org/pool/updates/main/m/mediawiki/mediawiki_1.12.0-2lenny5.diff.gz Size/MD5 checksum: 64013 4bda93a5b7657c02615abb552a52656f http://security.debian.org/pool/updates/main/m/mediawiki/mediawiki_1.12.0-2lenny5.dsc Size/MD5 checksum: 1549 95beff777c2aabfc1c27ee705d6e962d Architecture independent packages: http://security.debian.org/pool/updates/main/m/mediawiki/mediawiki_1.12.0-2lenny5_all.deb Size/MD5 checksum: 7232192 376a7e8a9d5ef623d9f742c46b6731d2 alpha architecture (DEC Alpha) http://security.debian.org/pool/updates/main/m/mediawiki/mediawiki- math_1.12.0-2lenny5_alpha.deb Size/MD5 checksum: 50010 ef0bba8b3e99182ca3aa0332c65ecb79 amd64 architecture (AMD x86_64 (AMD64)) http://security.debian.org/pool/updates/main/m/mediawiki/mediawiki- math_1.12.0-2lenny5_amd64.deb Size/MD5 checksum: 157208 be32615f5aa6e9eb8c7cb9856190667e arm architecture (ARM) http://security.debian.org/pool/updates/main/m/mediawiki/mediawiki- math_1.12.0-2lenny5_arm.deb Size/MD5 checksum: 49488 daa203ec0ec783fa56621b5175bdf339 armel architecture (ARM EABI) http://security.debian.org/pool/updates/main/m/mediawiki/mediawiki- math_1.12.0-2lenny5_armel.deb Size/MD5 checksum: 49466 0fadcd27411dfbe53bb5acf871f8e9a5 hppa architecture (HP PA RISC) http://security.debian.org/pool/updates/main/m/mediawiki/mediawiki- math_1.12.0-2lenny5_hppa.deb Size/MD5 checksum: 50024 1d7fd2466472722e1c94b543e302c481 i386 architecture (Intel ia32) http://security.debian.org/pool/updates/main/m/mediawiki/mediawiki- math_1.12.0-2lenny5_i386.deb Size/MD5 checksum: 139020 97e49217a15ba203534ed4e55684ec21 ia64 architecture (Intel ia64) http://security.debian.org/pool/updates/main/m/mediawiki/mediawiki- math_1.12.0-2lenny5_ia64.deb Size/MD5 checksum: 50014 6d58ac1368a33980217cf93e6252bd8d mips architecture (MIPS (Big Endian)) http://security.debian.org/pool/updates/main/m/mediawiki/mediawiki- math_1.12.0-2lenny5_mips.deb Size/MD5 checksum: 50020 2402eedead8550ae99d9a979a861afb9 mipsel architecture (MIPS (Little Endian)) http://security.debian.org/pool/updates/main/m/mediawiki/mediawiki- math_1.12.0-2lenny5_mipsel.deb Size/MD5 checksum: 50020 079fe641ba7565df49c0cd2b639d8cc7 powerpc architecture (PowerPC) http://security.debian.org/pool/updates/main/m/mediawiki/mediawiki- math_1.12.0-2lenny5_powerpc.deb Size/MD5 checksum: 163034 93917f4c7b2b7c81e4542c83de7950d9 s390 architecture (IBM S/390) http://security.debian.org/pool/updates/main/m/mediawiki/mediawiki- math_1.12.0-2lenny5_s390.deb Size/MD5 checksum: 50004 a54b1abd2c73872c378b73c751ac6134 sparc architecture (Sun SPARC/UltraSPARC) http://security.debian.org/pool/updates/main/m/mediawiki/mediawiki- math_1.12.0-2lenny5_sparc.deb Size/MD5 checksum: 158352 39f3faa87dcc103f6f948e351801ee88 These files will probably be moved into the stable distribution on its next update. - --------------------------------------------------------------------------------- For apt-get: deb http://security.debian.org/ stable/updates main For dpkg-ftp: ftp://security.debian.org/debian-security dists/stable/updates/main Mailing list: debian-security-announce@lists.debian.org Package info: `apt-cache show ' and http://packages.debian.org/ -----BEGIN PGP SIGNATURE----- Version: GnuPG v1.4.10 (GNU/Linux) iEYEARECAAYFAkvfaYsACgkQYy49rUbZzlouLwCeO+UAd4EyEZsMjIUmEIWKe+ym 6BgAoIxXttvlZkBeCi9xJXSWoScpq9Gp =73H+ -----END PGP SIGNATURE----- -- To UNSUBSCRIBE, email to debian-security-announce-REQUEST@lists.debian.org with a subject of ""unsubscribe"". Trouble? Contact listmaster@lists.debian.org Archive: http://lists.debian.org/201005031925.47383.geissert@debian.org "
spam,"[spam] =?iso-8859-1?B?W1NQQU1dIA==?= =?iso-8859-1?B?U2hhcnAsIHByb2Zlc3Npb25hbCBhbmQgaG9uZXN0?=From nobody Mon Mar 5 10:42:13 2018 Content-Type: text/plain; 	charset=""iso-8859-1"" Content-Transfer-Encoding: quoted-printable Replica=20 Rolex models of the latest Baselworld 2009=20 designs have just been launched on our replica sites.=20 These are the first run of the=20 2009 models with inner Rolex inscriptions and better bands and cases.=20 Only limited to 1000 pieces worldwide, they are expected to sell out within= a=20 month.=20 Browse our shop "
spam,"Good news, hibody. This week we sell at -78%. Uefui 	 British Sign trade before 	 	 	 		 				 			 View as Web Page 		 			 	 	 		 	 	 	 		 		(c) Jekyll however. All rights reserved. 		Naturalization is at the discretion of the Home Secretary but is normally granted if the requirements are met. The motor areas are located in both hemispheres of the cortex. Among the other phyla, the Ctenophora and the Cnidaria, which includes sea anemones, corals, and jellyfish, are radially symmetric and have digestive chambers with a single opening, which serves as both the mouth and the anus. Forest Service, National Park Service and the U. Clifford Wilson, Australian archaeologist, educator, academician, author. Things which are not helpful or necessary, I do not teach. George and May had five sons and a daughter.At one time Colorado Springs was counted to be the national headquarters for 81 different religious organizations, earning the city the tongue-in-cheek nickname ""the Evangelical Vatican"" [37] and ""The Christian Mecca"" [citation needed].The Canadarm in action on the Space Shuttle Discovery during STS-116. On the 9th March 2010, the Adelphi will premiere the new Andrew Lloyd Webber musical Love Never Dies (musical). Bowling evolved around 1760 when bowlers began to pitch the ball instead of rolling or skimming it towards the batsman. Democratic Republic of the Congo.In late 1997, American Secretary of State Madeleine Albright began to distance the U. Federal Bureau of Investigation. Because of the dismemberment of its territory, Yugoslavia developed a massive resistance movement primarily led by the Serbs, and was the only other country in Eastern Europe, (aside from the Soviet Union) to liberate itself. Numerous other Islamic scholars and scientists, including the polymaths Ibn al-Haytham and Al-Khazini, discussed and developed these ideas.Colorado Rockies NHL 6 327 26 0 0 4.His colorfully worded editorials on subjects such as ""the flapper vote"" (that is, the extension of suffrage to women under 30) and ""modern sex novelists"" helped the Express family of papers prosper in the cutthroat circulation wars of the late 1920s.A b Liverpool City Council (2005), p74. Irisch merchants cum much thither, as to a good haven... Colorado School for the Deaf and Blind. When the various puppet governments of China were unified under the Wang Jingwei government in March 1940, Mengjiang retained its separate identity as an autonomous federation. Lindemann, Stefan Stefan Lindemann. Joseph and Julia had a large family, but most of the children, like Ann (died February 22, 1812, aged 18 months), died young. Philosophical transactions of the Royal Society of London. Posthumously receives the first Medal of Honor to be awarded to an African American U. Three impressed DC-3As with 18-seat interiors. Other popular crafts include the earthenware of Johi, the metal vessels of Shikarpur, the relli, embroidery and leather articles of Tharparkar, and the lacquered work of Kandhkot.Hamada deserts, which consist of plateau landforms.The most common type of ionic bonding is seen in compounds of metals and nonmetals (except noble gases, which rarely form chemical compounds). In this name Nagarjuna Reddy is the given name, and Kambham would be the family(Surname) name. The custom paint job features the number ""343"" on the rear fender, representing the number of firefighters who died while saving civilians that day. Defenders of the system cite English words such as surg eo n as evidence of the appropriateness of the combination, even though the sound is not an exact match. New York is a center for the television, advertising, music, newspaper and book publishing industries and is also the largest media market in North America (followed by Los Angeles, Chicago, and Toronto) [94]. The preface, written when Shaw was 49, expresses gratitude to his parents for their support during the lean years while he learned to write and includes details of his early life in London. This oldest portrait of Dante was painted during his lifetime before his exile from his native city. Lexington Books, ISBN 0739107844. 		 	 	 		 			 			 Subscribe 			| Unsubscribe 			| and Title 			| Oliver 			| an 			 		 	 	 		 Powered by 		 London at British not As Cemetery 	 "
spam,"Dear hibody@csmining.org receive 80% OFF on Pfizer Pfizer &reg; Newsletter 	 		 If you have images disabled or have trouble viewing this message, please 			 click here . 		&nbsp; 	 		 			 	 To unsubscribe , 		 click here . 	 		 We respect your right to privacy. For more information, please see our 		 Privacy Policy and 		 Terms &amp; Conditions or visit our 		 Help Desk . 	 		(c) 2006-2009 Oxouzqvyg Inc., All rights reserved. 	 "
ham,"CERT Advisory CA-2002-21 Vulnerability in PHP -----BEGIN PGP SIGNED MESSAGE----- CERT Advisory CA-2002-21 Vulnerability in PHP Original release date: July 22, 2002 Last revised: -- Source: CERT/CC A complete revision history can be found at the end of this file. Systems Affected * Systems running PHP versions 4.2.0 or 4.2.1 Overview A vulnerability has been discovered in PHP. This vulnerability could be used by a remote attacker to execute arbitrary code or crash PHP and/or the web server. I. Description PHP is a popular scripting language in widespread use. For more information about PHP, see http://www.php.net/manual/en/faq.general.php The vulnerability occurs in the portion of PHP code responsible for handling file uploads, specifically multipart/form-data. By sending a specially crafted POST request to the web server, an attacker can corrupt the internal data structures used by PHP. Specifically, an intruder can cause an improperly initialized memory structure to be freed. In most cases, an intruder can use this flaw to crash PHP or the web server. Under some circumstances, an intruder may be able to take advantage of this flaw to execute arbitrary code with the privileges of the web server. You may be aware that freeing memory at inappropriate times in some implementations of malloc and free does not usually result in the execution of arbitrary code. However, because PHP utilizes its own memory management system, the implementation of malloc and free is irrelevant to this problem. Stefan Esser of e-matters GmbH has indicated that intruders cannot execute code on x86 systems. However, we encourage system administrators to apply patches on x86 systems as well to guard against denial-of-service attacks and as-yet-unknown attack techniques that may permit the execution of code on x86 architectures. This vulnerability was discovered by e-matters GmbH and is described in detail in their advisory. The PHP Group has also issued an advisory. A list of vendors contacted by the CERT/CC and their status regarding this vulnerability is available in VU#929115. Although this vulnerability only affects PHP 4.2.0 and 4.2.1, e-matters GmbH has previously identified vulnerabilities in older versions of PHP. If you are running older versions of PHP, we encourage you to review http://security.e-matters.de/advisories/012002.html II. Impact A remote attacker can execute arbitrary code on a vulnerable system. An attacker may not be able to execute code on x86 architectures due to the way the stack is structured. However, an attacker can leverage this vulnerability to crash PHP and/or the web server running on an x86 architecture. III. Solution Apply a patch from your vendor Appendix A contains information provided by vendors for this advisory. As vendors report new information to the CERT/CC, we will update this section and note the changes in our revision history. If a particular vendor is not listed below, we have not received their comments. Please contact your vendor directly. Upgrade to the latest version of PHP If a patch is not available from your vendor, upgrade to version 4.2.2. Deny POST requests Until patches or an update can be applied, you may wish to deny POST requests. The following workaround is taken from the PHP Security Advisory: If the PHP applications on an affected web server do not rely on HTTP POST input from user agents, it is often possible to deny POST requests on the web server. In the Apache web server, for example, this is possible with the following code included in the main configuration file or a top-level .htaccess file: Order deny,allow Deny from all Note that an existing configuration and/or .htaccess file may have parameters contradicting the example given above. Disable vulnerable service Until you can upgrade or apply patches, you may wish to disable PHP. As a best practice, the CERT/CC recommends disabling all services that are not explicitly required. Before deciding to disable PHP, carefully consider your service requirements. Appendix A. - Vendor Information This appendix contains information provided by vendors for this advisory. As vendors report new information to the CERT/CC, we will update this section and note the changes in our revision history. If a particular vendor is not listed below, we have not received their comments. Apple Computer Inc. Mac OS X and Mac OS X Server are shipping with PHP version 4.1.2 which does not contain the vulnerability described in this alert. Caldera Caldera OpenLinux does not provide either vulnerable version (4.2.0, 4.2.1) of PHP in their products. Therefore, Caldera products are not vulnerable to this issue. Compaq Computer Corporation SOURCE: Compaq Computer Corporation, a wholly-owned subsidiary of Hewlett-Packard Company and Hewlett-Packard Company HP Services Software Security Response Team x-ref: SSRT2300 php post requests At the time of writing this document, Compaq is currently investigating the potential impact to Compaq's released Operating System software products. As further information becomes available Compaq will provide notice of the availability of any necessary patches through standard security bulletin announcements and be available from your normal HP Services supportchannel. Cray Inc. Cray, Inc. does not supply PHP on any of its systems. Debian Debian GNU/Linux stable aka 3.0 is not vulnerable. Debian GNU/Linux testing is not vulnerable. Debian GNU/Linux unstable is vulnerable. The problem effects PHP versions 4.2.0 and 4.2.1. Woody ships an older version of PHP (4.1.2), that doesn't contain the vulnerable function. FreeBSD FreeBSD does not include any version of PHP by default, and so is not vulnerable; however, the FreeBSD Ports Collection does contain the PHP4 package. Updates to the PHP4 package are in progress and a corrected package will be available in the near future. Guardian Digital Guardian Digital has not shipped PHP 4.2.x in any versions of EnGarde, therefore we are not believed to be vulnerable at this time. Hewlett-Packard Company SOURCE: Hewlett-Packard Company Security Response Team At the time of writing this document, Hewlett Packard is currently investigating the potential impact to HP's released Operating System software products. As further information becomes available HP will provide notice of the availability of any necessary patches through standard security bulletin announcements and be available from your normal HP Services support channel. IBM IBM is not vulnerable to the above vulnerabilities in PHP. We do supply the PHP packages for AIX through the AIX Toolbox for Linux Applications. However, these packages are at 4.0.6 and also incorporate the security patch from 2/27/2002. Mandrakesoft Mandrake Linux does not ship with PHP version 4.2.x and as such is not vulnerable. The Mandrake Linux cooker does currently contain PHP 4.2.1 and will be updated shortly, but cooker should not be used in a production environment and no advisory will be issued. Microsoft Corporation Microsoft products are not affected by the issues detailed in this advisory. Network Appliance No Netapp products are vulnerable to this. Red Hat Inc. None of our commercial releases ship with vulnerable versions of PHP (4.2.0, 4.2.1). SuSE Inc. SuSE Linux is not vulnerable to this problem, as we do not ship PHP 4.2.x. _________________________________________________________________ The CERT/CC acknowledges e-matters GmbH for discovering and reporting this vulnerability. _________________________________________________________________ Author: Ian A. Finlay. ______________________________________________________________________ This document is available from: http://www.cert.org/advisories/CA-2002-21.html ______________________________________________________________________ CERT/CC Contact Information Email: cert@cert.org Phone: +1 412-268-7090 (24-hour hotline) Fax: +1 412-268-6989 Postal address: CERT Coordination Center Software Engineering Institute Carnegie Mellon University Pittsburgh PA 15213-3890 U.S.A. CERT/CC personnel answer the hotline 08:00-17:00 EST(GMT-5) / EDT(GMT-4) Monday through Friday; they are on call for emergencies during other hours, on U.S. holidays, and on weekends. Using encryption We strongly urge you to encrypt sensitive information sent by email. Our public PGP key is available from http://www.cert.org/CERT_PGP.key If you prefer to use DES, please call the CERT hotline for more information. Getting security information CERT publications and other security information are available from our web site http://www.cert.org/ To subscribe to the CERT mailing list for advisories and bulletins, send email to majordomo@cert.org. Please include in the body of your message subscribe cert-advisory * ""CERT"" and ""CERT Coordination Center"" are registered in the U.S. Patent and Trademark Office. ______________________________________________________________________ NO WARRANTY Any material furnished by Carnegie Mellon University and the Software Engineering Institute is furnished on an ""as is"" basis. Carnegie Mellon University makes no warranties of any kind, either expressed or implied as to any matter including, but not limited to, warranty of fitness for a particular purpose or merchantability, exclusivity or results obtained from use of the material. Carnegie Mellon University does not make any warranty of any kind with respect to freedom from patent, trademark, or copyright infringement. _________________________________________________________________ Conditions for use, disclaimers, and sponsorship information Copyright 2002 Carnegie Mellon University. Revision History July 22, 2002: Initial release -----BEGIN PGP SIGNATURE----- Version: PGP 6.5.8 iQCVAwUBPTyOVqCVPMXQI2HJAQGK6QQAp1rR7K18PNxpQZvqKPYWxyrtpiT8mmKN UuyERmOoX+5MAwH0hbAWCvVcyLH0gKGbTpBkRgToT8IEHZojwHCzqOaMM9kni/FG QEVeznLfBX4GIgZGPu0XWlph3ZqaayWln57eGueYZ26zBuriIUu2cUCmyYGQkqlI tuZdnDqUmR0= =+829 -----END PGP SIGNATURE----- "
ham,"Wired: ""Stronger ties between ISPs and file-trading companies could bolsterURL: http://scriptingnews.userland.com/backissues/2002/09/25#When:8:33:10AM Date: Wed, 25 Sep 2002 15:33:10 GMT Wired[1]: ""Stronger ties between ISPs and file-trading companies could bolster Kazaa's defenses."" [1] http://www.wired.com/news/mp3/0,1285,55356,00.html "
ham,"Re: SnowSeptember Haiku Freezing my ass off Air conditioning on high heats small apartment. Cindy, in Mississippie P.S. this one's for you, geege. On Tue, 10 Sep 2002, Paul Chvostek wrote: > > I can tell I'm not the only one without air conditioning. ;-) > > Maybe I'll move to Canmore. > > p > > > On Tue, Sep 10, 2002 at 03:37:08PM -0400, Swerve wrote: > > > > moo hahahaha. > > > > i need a smoke. > > > > stop this heatwave. > > > > bring on winter. > > > > bring on fall. > > > > > > Swerve, shut up. > > > > bye. > > -- ""I don't take no stocks in mathematics, anyway"" --Huckleberry Finn "
spam,"your helpDEAR SIR, I am MRS MARIAM ABACHA, wife of the late Nigerian Head of State, General Sani Abacha who died on the 8th of June 1998 while still on active duty. I am contacting you in view of the fact that we will be of great assistance to each other likewise developing a cordial relationship. I currently have within my reach the sum of thirty six million United States Dollars (US$36,000,000) in cash, which I intend to use for investment purposes specifically in your country. This money came as a result of a payback contract deal between my late husband and a Russian firm on our country's Multi-Billion Dollars Ajaokuta Steel Plant. The Russian partners returned my husbands share of US$36,000,000 after his death and lodge it with my late husband's security company in Nigeria of which I am a director. Right now the new civilian government have intensified their probe on my husband's financial resources and they have revoked our licenses that allows us to own a financial and oil company. In view of this, I acted very fast to withdraw the US$36,000,000 from the company's vault and deposited it in a privately erected security safe abroad. No record ever existed concerning the money neither is the money traceable by the Government because there is no documentation showing that we received the money from the Russians. Due to the current situation in the country concerning Government attitude towards my family, it has become quite impossible for me to make use of this money within, thus I seek assistance to transfer this money into your safe bank account. On your consent, I shall expect you to contact me urgently to enable us discuss details of this transaction. Bearing in mind that your assistance is needed to transfer the funds, I propose a commission of 20% of the total sum to you for the expected services and assistance. Your urgent response is highly needed so as to stop further contacts. all correspondent should be forwarded to this EMAIL:zenab.m@ompadec.zzn.con or you can call my son mobile:hamza 234-8023137978 I use this opportunity to implore you to exercise the most utmost indulgence to keep this matter extra ordinarily confidential what ever your decision while I await your prompt response. Best personal regards, MRS MARIAM ABACHA. --DeathToSpamDeathToSpamDeathToSpam-- ------------------------------------------------------- This sf.net email is sponsored by:ThinkGeek Welcome to geek heaven. http://thinkgeek.com/sf _______________________________________________ Spamassassin-Sightings mailing list Spamassassin-Sightings@lists.sourceforge.net https://lists.sourceforge.net/lists/listinfo/spamassassin-sightings "
ham,"Bruce Loebrich has scraped RSS feeds for Google news, and a RSS 2.0 successURL: http://scriptingnews.userland.com/backissues/2002/09/24#When:3:59:56PM Date: Tue, 24 Sep 2002 22:59:56 GMT Bruce Loebrich[1] has scraped RSS feeds for Google news, and a RSS 2.0 success story. In other words, it's okay to use the features in 2.0. We're doing it at UserLand and so is Bruce. [1] http://radio.weblogs.com/0104308/2002/09/24.html "
